id,MAIUSCULAS,EXCLAMA,ASPAS,POL_ABSOLUTO,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,interrog,affect,posemo,negemo,anx,anger,sad
86,0.3272727272727273,0.0,0.0,0.2,0.4974874371859296,0.4888888888888889,0.4583333333333333,0.0,0.0,0.0,0.6111111111111112,0.0,0.5866666666666667,0.3666666666666667,0.2320675105485232,0.19166666666666665,0.6388888888888888,0.34074074074074073,0.6666666666666666,0.08666666666666666,0.2,0.19166666666666665,0.10833333333333334,0.0,0.11428571428571427,0.0,0.0,0.0
158,0.15584415584415587,0.0,0.0,0.4,0.6949030868628858,0.3928571428571429,0.3928571428571429,0.0,0.0,0.0,0.3928571428571429,0.20535714285714285,0.3142857142857143,0.32738095238095244,0.5122061482820977,0.4107142857142857,0.5476190476190476,0.2738095238095238,0.0,0.557142857142857,0.0,0.20535714285714285,0.2321428571428571,0.3214285714285714,0.12244897959183673,0.0,0.0,0.3214285714285714
708,0.4,0.0,0.0,0.0,0.7554438860971523,0.4888888888888889,0.36666666666666653,0.0,0.0,0.0,0.4888888888888889,0.0,0.5866666666666667,0.2444444444444445,0.4734177215189873,0.5750000000000001,0.8944444444444445,0.5111111111111111,1.0,0.5199999999999999,0.6000000000000001,0.28750000000000003,0.21666666666666667,0.0,0.22857142857142854,0.0,0.26666666666666666,0.0
162,0.20202020202020204,0.0,0.0,0.4,0.7636329797133816,0.6790123456790124,0.6111111111111109,0.0,0.0,0.0,0.5432098765432098,0.4259259259259259,0.6518518518518519,0.5432098765432098,0.66783872480075,0.4259259259259259,0.5679012345679012,0.2839506172839506,0.3703703703703704,0.4814814814814814,0.2222222222222222,0.3194444444444444,0.6018518518518519,0.3333333333333333,0.5079365079365079,0.6666666666666666,0.0,0.3333333333333333
1667,0.16783216783216787,0.0,0.0,0.4,0.9652106687282566,0.4935897435897436,0.2115384615384616,0.0,0.0,0.0,0.14102564102564105,0.22115384615384615,0.4230769230769231,0.2115384615384616,0.2784810126582279,0.8846153846153847,0.5897435897435898,0.3931623931623932,0.7692307692307693,1.0,0.2307692307692308,0.11057692307692307,0.5,0.6923076923076923,0.2637362637362637,0.0,0.0,0.0
181,0.1722488038277512,0.0,0.0,0.4,0.2938376090981221,0.2894736842105263,0.2894736842105263,0.0,0.0,0.0,0.3859649122807018,0.0,0.3473684210526316,0.2894736842105263,0.2161892071952032,0.3026315789473684,0.20175438596491227,0.0,0.0,0.2736842105263157,0.0,0.0,0.17105263157894735,0.0,0.18045112781954886,0.0,0.42105263157894735,0.0
185,0.20979020979020985,0.0,0.0,0.6000000000000001,0.7526091998453807,0.5641025641025642,0.4230769230769231,0.0,0.0,0.0,0.4230769230769231,0.22115384615384615,0.5076923076923078,0.4935897435897436,0.6962025316455696,0.0,0.8846153846153847,0.2948717948717949,0.38461538461538464,0.3,0.4615384615384616,0.22115384615384615,1.0,0.6923076923076923,0.7912087912087912,0.0,0.9230769230769232,0.0
194,0.18181818181818185,0.0,0.0,0.4,0.12897822445561138,0.0763888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.09166666666666667,0.0763888888888889,0.08122362869198313,0.0,0.0,0.10648148148148147,0.0,0.21666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,0.3490909090909091,0.0,0.0,0.4,0.7407035175879396,0.66,0.6599999999999999,0.0,0.0,1.0,0.5866666666666668,0.0,0.6160000000000001,0.5133333333333334,0.5820253164556961,0.69,0.3066666666666667,0.20444444444444446,0.0,0.6239999999999999,0.48,0.23,0.13,0.0,0.13714285714285715,0.0,0.0,0.0
1921,1.0,0.0,0.0,0.2,0.6356783919597989,0.5347222222222223,0.22916666666666666,0.0,0.0,0.0,0.1527777777777778,0.2395833333333333,0.55,0.3055555555555556,0.2320675105485232,0.0,0.9583333333333334,0.6388888888888888,0.4166666666666666,0.6499999999999999,0.25,0.4791666666666666,0.40625,0.0,0.42857142857142855,0.0,0.0,0.0
